"Supplementary Table 2:  Genes represented by more than two prostate ESTs and expressed in fewer than two tissues in addition to prostate"
"Mm.199205",,"RIKEN cDNA 1110001I14 gene",,"NIA Mouse Newborn Ovary cDNA Library"
"Mm.199339",,"expressed sequence AU017544",,"Mouse two-cell stage embryo cDNA"
"Mm.199667",,"expressed sequence AL024076",,"dissected endoderm"
"Mm.200411",,"mucin 10 submandibular gland salivary mucin",,"salivary gland"
"Mm.201517",,"expressed sequence AI646531",,"Thymus ;pooled lung tumors"
"Mm.201653",,"expressed sequence AU042856",,"Mouse four-cell-embryo cDNA"
"Mm.201662",,"expressed sequence AW048724",,"NIH_BMAP_M_S2"
"Mm.201902",,"expressed sequence AU019324",,"Mouse eight-cell stage embryo cDNA"
"Mm.201910",,"expressed sequence AU041969",,"Mouse four-cell-embryo cDNA"
"Mm.201927",,"expressed sequence AW049942",,"NIH_BMAP_M_S2"
"Mm.202016",,"expressed sequence AW108467",,"Sugano mouse embryo mewa"
"Mm.202023",,"RIKEN cDNA 5830493P14 gene",,"NIA Mouse E7.5 Extraembryonic Portion cDNA Library"
"Mm.202418",,"ESTs Weakly similar to ribosomal protein S27a [Mus musculus]",,"pancreas"
"Mm.202468",,"ESTs",,"pancreas ;Primary sorted bone marrow cells"
"Mm.202496",,"ESTs Weakly similar to POL2 MOUSE Retrovirus-related POL polyprotein",,"pancreas"
"Mm.202504",,"ESTs Highly similar to S12207 hypothetical protein (B2 element) - mouse",,"tumor gross tissue ;whole embryo at 7.5-days postcoitum"
"Mm.202551",,"EST",,"pancreas"
"Mm.202560",,"ESTs",,"pancreas"
"Mm.202604",,"ESTs Weakly similar to I58401 protein-tyrosine kinase JAK3 - mouse",,"pancreas"
"Mm.202620",,"EST",,"pancreas"
"Mm.202661",,"ESTs",,"pancreas ;Rathke's pouches"
"Mm.203821",,"expressed sequence AI462015",,"mammary gland"
"Mm.204195",,"expressed sequence BB124184",,"urinary bladder ;activated spleen"
"Mm.204740",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"thymus ;inner ear"
"Mm.204799",,"ESTs",,"parthenogenote"
"Mm.204969",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"kidney ;tumor gross tissue"
"Mm.205171",,"ESTs",,"testis ;skin"
"Unigene",,"Unigene Description",,"Tissue"
"Mm.205224",,"ESTs Weakly similar to T00271 hypothetical protein KIAA0540 - human",,"aorta and vein ;Undifferentiated ES Cell"
"Mm.206132",,"ESTs Highly similar to S12207 hypothetical protein (B2 element) - mouse",,"retina"
"Mm.206577",,"EST",,"infiltrating ductal carcinoma"
"Mm.206746",,"EST",,"olfactory brain"
"Mm.206765",,"EST Weakly similar to hypothetical protein FLJ11220 [Homo sapiens]",,"lung"
"Mm.207170",,"ESTs",,"testis"
"Mm.207241",,"ESTs",,"visual cortex ;testis"
"Mm.207324",,"ESTs Weakly similar to AOC3 MOUSE Membrane copper amine oxidase",,"urinary bladder"
"Mm.207327",,"ESTs",,"urinary bladder ;wolffian duct includes surroundings"
"Mm.207499",,"ESTs Highly similar to protein phosphatase 1M chain M110 isoform - rat",,"thymus ;whole skin"
"Mm.207503",,"ESTs",,"Spleen ;thymus"
"Mm.207530",,"ESTs",,"testis ;thymus"
"Mm.207536",,"ESTs",,"thymus"
"Mm.207612",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"embryonic body from diaphragm to neck ;thymus"
"Mm.207719",,"ESTs",,"hypothalamus"
"Mm.207786",,"ESTs",,"spinal cord"
"Mm.207883",,"ESTs",,"thymus ;urinary bladder"
"Mm.207962",,"ESTs",,"thymus ;Male genital ridge/mesonephros"
"Mm.208048",,"EST",,"aorta and vein"
"Mm.208146",,"ESTs",,"thymus"
"Mm.208178",,"ESTs",,"thymus ;germinal B-cell from resting spleen"
"Mm.208328",,"ESTs",,"cerebellum ;Thymus"
"Mm.208378",,"ESTs",,"cerebellum ;Diaphragm/Hind limb muscles"
"Mm.208534",,"ESTs",,"hypothalamus ;retina"
"Mm.208665",,"ESTs",,"corpora quadrigemina"
"Mm.208686",,"ESTs",,"germinal B-cell ;cerebellum"
"Mm.208882",,"ESTs",,"head ;kidney"
"Mm.208996",,"ESTs Weakly similar to NED4 MOUSE NEDD-4 protein [M.musculus]",,"thymus ;cerebellum"
"Mm.209014",,"ESTs",,"spinal ganglion ;cerebellum"
"Mm.209035",,"ESTs",,"cerebellum ;testis"
"Mm.209042",,"ESTs Weakly similar to protein-tyrosine kinase (EC 2.7.1.112) JAK3 - mouse",,"cerebellum ;skin"
"Mm.209050",,"ESTs",,"cerebellum"
"Mm.209114",,"ESTs",,"melanoma ;hippocampus"
"Mm.209160",,"ESTs",,"thymus ;Undifferentiated ES Cell"
"Mm.209218",,"ESTs",,"urinary bladder ;tumor gross tissue"
"Mm.209393",,"ESTs",,"eyeball ;visual cortex"
"Mm.209436",,"EST",,"heart"
"Mm.209451",,"ESTs",,"heart"
"Mm.209464",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"lung"
"Mm.209507",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"cerebellum ;lung"
"Mm.209699",,"ESTs",,"head ;corpora quadrigemina"
"Mm.209740",,"ESTs",,"head"
"Mm.209828",,"ESTs",,"spinal ganglion ;lung"
"Mm.209891",,"ESTs Weakly similar to ANK1 MOUSE Ankyrin 1 (Erythrocyte ankyrin)",,"eyeball"
"Mm.210013",,"ESTs",,"ovary ;bowel"
"Mm.210043",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"ovary"
"Mm.210210",,"ESTs Weakly similar to double cortin and calcium",,"cortex ;corpora quadrigemina"
"Mm.210242",,"ESTs",,"medulla oblongata ;vagina"
"Mm.210289",,"ESTs",,"tumor gross tissue ;pituitary gland"
"Mm.210356",,"ESTs",,"spinal cord"
"Mm.210619",,"EST",,"urinary bladder"
"Mm.210667",,"EST",,"thymus"
"Mm.210932",,"EST",,"head"
"Mm.211102",,"EST",,"lung"
"Mm.211227",,"EST",,"ovary"
"Mm.211478",,"ESTs",,"spleen"
"Mm.211553",,"EST",,"spleen"
"Mm.211557",,"ESTs",,"spleen"
"Mm.211585",,"ESTs",,"germinal B-cell ;kidney"
"Mm.211709",,"ESTs",,"liver tumor ;embryo"
"Mm.211780",,"ESTs",,"RIKEN full-length enriched, 8 cells embryo"
"Mm.212357",,"ESTs",,"oviduct ;tumor gross tissue"
"Mm.212583",,"expressed sequence AI314976",,"kidney"
"Unigene",,"Unigene Description",,"Tissue"
"Mm.212947",,"ESTs",,"in vitro fertilized eggs ;mammary gland"
"Mm.213110",,"expressed sequence AU044960",,"Mouse sixteen-cell-embryo cDNA"
"Mm.213197",,"laminin gamma2 chain mRNA partial cds",,"inner ear"
"Mm.213314",,"ESTs",,"diencephalon"
"Mm.213414",,"ESTs Weakly similar to ZK354.7.p [Caenorhabditis elegans]",,"mammary gland"
"Mm.213467",,"ESTs",,"cortex ;testis"
"Mm.213520",,"ESTs",,"medulla oblongata"
"Mm.213620",,"ESTs",,"cortex"
"Mm.213681",,"ESTs",,"kidney ;lung"
"Mm.213844",,"EST Weakly similar to I58401 protein-tyrosine kinase JAK3 - mouse",,"lung"
"Mm.213919",,"EST",,"mammary gland"
"Mm.214019",,"ESTs",,"mammary gland"
"Mm.214118",,"ESTs",,"mammary gland"
"Mm.214335",,"EST",,"spinal cord"
"Mm.214464",,"ESTs",,"testis ;pancreas"
"Mm.214693",,"ESTs",,"parthenogenote ;whole embryo at 7.5-dpc"
"Mm.214809",,"EST",,"neural retina"
"Mm.214901",,"ESTs Highly similar to S12207 hypothetical protein (B2 element) - mouse",,"Cerebral Cortex ;Trophoblast stem cell"
"Mm.215338",,"ESTs",,"Trophoblast stem cell ;testis"
"Mm.215364",,"ESTs",,"diencephalon ;Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+)"
"Mm.215498",,"ESTs",,"thymus ;Newborn Heart"
"Mm.215518",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"thymus"
"Mm.216058",,"ESTs",,"kidney ;Male genital ridge/mesonephros"
"Mm.216161",,"ESTs",,"ovary ;Male genital ridge/mesonephros"
"Mm.216178",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"neural retina ;whole skin"
"Mm.216361",,"ESTs",,"branchial arches ;Undifferentiated ES Cell"
"Mm.216447",,"EST Weakly similar to NED4 MOUSE NEDD-4 protein [M.musculus]",,"retina"
"Mm.216511",,"ESTs",,"thymus ;Newborn Heart"
"Mm.216742",,"ESTs",,"Newborn Heart"
"Mm.216754",,"ESTs",,"Newborn Heart"
"Mm.216781",,"ESTs",,"Newborn Heart"
"Mm.216793",,"ESTs",,"Newborn Heart ;head"
"Mm.216816",,"ESTs",,"Newborn Heart"
"Mm.216822",,"ESTs",,"Newborn Heart ;corpora quadrigemina"
"Mm.216873",,"ESTs",,"Newborn Brain"
"Mm.216931",,"ESTs",,"Newborn Brain"
"Mm.216986",,"ESTs Highly similar to UBP3 HUMAN Ubiquitin carboxyl-terminal hydrolase 3",,"Newborn Brain"
"Mm.217062",,"ESTs",,"Newborn Kidney"
"Mm.217065",,"ESTs",,"Newborn Kidney"
"Mm.217147",,"ESTs",,"Osteoblast"
"Mm.217153",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+) ;Osteoblast"
"Mm.217218",,"ESTs",,"Undifferentiated ES Cell ;head"
"Mm.217324",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+)"
"Mm.217435",,"EST",,"whole embryo at 8.5-dpc"
"Mm.217585",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"ES Cell (LIF-)"
"Mm.217630",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"whole embryo at 7.5-dpc ;Rathke's pouches"
"Mm.217680",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse [M.musculus]",,"Mesenchymal stem cell ;whole embryo including extraembryonic tissues at 7.5-days postcoitum"
"Mm.217692",,"ESTs",,"Rathke's pouches ;whole embryo at 7.5-dpc"
"Mm.217746",,"ESTs",,"Trophoblast stem cell"
"Mm.217887",,"ESTs",,"Male genital ridge/mesonephros"
"Mm.218058",,"ESTs Highly similar to S12207 hypothetical protein (B2 element) - mouse",,"germinal B-cell ;Mesenchymal stem cell"
"Mm.218133",,"ESTs",,"Newborn Brain ;heart"
"Mm.218135",,"ESTs",,"Thymus"
"Mm.218234",,"EST",,"brain"
"Mm.218280",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"whole embryo 8.5-days postcoitum ;embryonic body from diaphragm to neck"
"Mm.218402",,"ESTs",,"Male genital ridge/mesonephros"
"Mm.218614",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit-/Sca-1-) ;lung"
"Mm.218629",,"ESTs Highly similar to MOUSE Insulin-like growth factor I receptor precursor",,"cecum ;Newborn Kidney"
"Unigene",,"Unigene Description",,"Tissue"
"Mm.218759",,"baculoviral IAP repeat-containing 1f",,"lymph node ;colon"
"Mm.219176",,"EST",,"pancreas"
"Mm.219222",,"EST",,"subfornical organ and postrema"
"Mm.219368",,"EST",,"Trophoblast"
"Mm.219421",,"ESTs",,"Trophoblast ;lymph node"
"Mm.219469",,"DNA segment Chr 16 ERATO Doi 803 expressed",,"Mouse two-cell stage embryo cDNA"
"Mm.219602",,"ESTs",,"Total pancreas"
"Mm.219751",,"RIKEN cDNA 2810474O19 gene",,"embryo"
"Mm.219795",,"expressed sequence C87311",,"Mouse fertilized one-cell-embryo cDNA"
"Mm.219848",,"RIKEN cDNA 2610509I15 gene",,"kidney"
"Mm.219909",,"expressed sequence AI563590",,"Thymus"
"Mm.219946",,"expressed sequence AW536703",,"NIA Mouse E7.5 Embryonic Portion "
"Mm.219947",,"expressed sequence AA986477",,"Sugano mouse embryo mewa"
"Mm.219975",,"expressed sequence AU022703",,"Mouse unfertilized egg cDNA"
"Mm.220061",,"RIKEN cDNA 9430093H08 gene",,"Mouse two-cell stage embryo cDNA"
"Mm.220204",,"ESTs",,"skin ;brain"
"Mm.220218",,"ESTs Moderately similar to tumor protein p53 binding protein 1; tumor protein p53-binding protein 1; tumor protein 53-binding protein 1 [Homo sapiens]",,"subfornical organ and postrema ;aorta and vein"
"Mm.220515",,"EST",,"brain"
"Mm.220570",,"ESTs",,"brain"
"Mm.220646",,"EST",,"brain"
"Mm.220729",,"ESTs",,"subfornical organ and postrema"
"Mm.220777",,"EST",,"subfornical organ and postrema"
"Mm.220965",,"ESTs",,"colon ;brain"
"Mm.221237",,"thrombospondin N-terminal domain",,"whole brain"
"Mm.221376",,"ESTs",,"skin"
"Mm.221407",,"ESTs",,"thymus"
"Mm.221417",,"ESTs",,"Newborn Heart"
"Mm.221477",,"ESTs",,"Spleen ;Organ of Corti"
"Mm.221537",,"ESTs",,"blastocyst"
"Mm.221540",,"ESTs",,"blastocyst"
"Mm.221555",,"ESTs",,"thymus"
"Mm.221592",,"ESTs",,"Male genital ridge/mesonephros"
"Mm.221604",,"ESTs",,"whole body ;Male genital ridge/mesonephros"
"Mm.221609",,"ESTs",,"melanoma ;Male genital ridge/mesonephros"
"Mm.221623",,"ESTs",,"Male genital ridge/mesonephros"
"Mm.221626",,"ESTs",,"Male genital ridge/mesonephros ;pancreas"
"Mm.221657",,"ESTs",,"Male genital ridge/mesonephros"
"Mm.221688",,"ESTs",,"Male genital ridge/mesonephros ; spleen"
"Mm.221734",,"ESTs",,"Newborn Heart"
"Mm.221757",,"ESTs",,"Newborn Heart ;whole joints"
"Mm.221766",,"ESTs",,"Newborn Heart"
"Mm.221814",,"ESTs",,"Newborn Brain"
"Mm.221869",,"ESTs",,"Newborn Brain"
"Mm.221896",,"ESTs",,"Newborn Brain"
"Mm.221900",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"Newborn Kidney ;retina"
"Mm.221907",,"ESTs",,"Male genital ridge/mesonephros"
"Mm.221942",,"ESTs",,"Newborn Kidney"
"Mm.221953",,"ESTs",,"visual cortex ;Newborn Kidney"
"Mm.221962",,"ESTs",,"whole embryo at 7.5-dpc"
"Mm.221988",,"ESTs",,"whole embryo at 7.5-dpc"
"Mm.221997",,"ESTs",,"whole embryo at 7.5-dpc"
"Mm.222054",,"ESTs",,"Undifferentiated ES Cell"
"Mm.222077",,"ESTs",,"Undifferentiated ES Cell"
"Mm.222080",,"ESTs",,"germinal B-cell ;Undifferentiated ES Cell"
"Mm.222093",,"ESTs",,"Undifferentiated ES Cell"
"Mm.222099",,"ESTs",,"Undifferentiated ES Cell"
"Mm.222104",,"ESTs Weakly similar to I58401 protein-tyrosine kinase JAK3 - mouse",,"ES Cell (LIF-)"
"Mm.222126",,"ESTs",,"melanoma ;Trophoblast stem cell"
"Mm.222130",,"ESTs",,"Trophoblast stem cell"
"Mm.222154",,"ESTs",,"Unfertilized Egg"
"Mm.222161",,"ESTs",,"Unfertilized Egg"
"Mm.222185",,"ESTs",,"NIA Mouse 7.4K cDNA Clone Set"
"Mm.222239",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+)"
"Mm.222246",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+)"
"Unigene",,"Unigene Description",,"Tissue"
"Mm.222268",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+)"
"Mm.222273",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+) ;Rathke's pouches"
"Mm.222281",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+)"
"Mm.222310",,"ESTs",,"pancreas ;Hematopoietic Stem Cell (Lin-/c-Kit+/Sca-1+)"
"Mm.222322",,"ESTs",,"Hematopoietic Stem Cell (Lin-/c-Kit-/Sca-1+)"
"Mm.222411",,"ESTs",,"Newborn Brain ;Organ of Corti"
"Mm.222483",,"ESTs Weakly similar to S12207 hypothetical protein (B2 element) - mouse",,"whole embryo at 7.5-dpc"
"Mm.222596",,"expressed sequence C87208",,"Mouse fertilized one-cell-embryo cDNA"
"Mm.222645",,"clone IMAGE4010479 mRNA partial cds",,"tumor metastatic to mammary"
"Mm.222936",,"expressed sequence AW743209",,"inner ear 170 pooled ;ES Cell (LIF-)"
"Mm.223505",,"clone MGC32466 IMAGE5044645 mRNA complete cds",,"kidney"
"Mm.223509",,"Similar to RIKEN cDNA 4921536I21 gene clone IMAGE5357041 mRNA",,"retina"
"Mm.223516",,"ESTs",,"skin ;sympathetic ganglion"
"Mm.223558",,"ESTs",,"testis ;mullerian duct includes surroundings"
"Mm.223778",,"ESTs",,"hypothalamus ;pancreas"
"Mm.223817",,"ESTs",,"thymus ;ovary"
"Mm.223879",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"aorta and vein ;tumor gross tissue"
"Mm.224678",,"ESTs",,"urinary bladder ;cerebellum"
"Mm.224742",,"ESTs",,"spermatocytes pooled from multiple mice ;mullerian duct includes surroundings"
"Mm.224833",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"sympathetic ganglion ;eyeball"
"Mm.226187",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"mullerian duct includes surrounding region"
"Mm.226206",,"ESTs",,"mullerian duct includes surrounding region"
"Mm.226208",,"ESTs",,"Rathke's pouches ;mullerian duct includes surroundings"
"Mm.226224",,"ESTs",,"mullerian duct includes surroundings ;testis"
"Mm.226299",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"sympathetic ganglion"
"Mm.226338",,"EST",,"sympathetic ganglion"
"Mm.226368",,"EST",,"sympathetic ganglion"
"Mm.226377",,"ESTs",,"sympathetic ganglion"
"Mm.226466",,"EST",,"tumor biopsy sample"
"Mm.226506",,"clone IMAGE1366468 mRNA partial cds",,"mammary gland"
"Mm.226557",,"ESTs",,"melanoma ;sympathetic ganglion"
"Mm.226705",,"ESTs",,"cortex ;visual cortex"
"Mm.226713",,"ESTs",,"heart"
"Mm.227014",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"cerebellum ;mullerian duct includes surroundings"
"Mm.227238",,"ESTs",,"activated spleen ;mullerian duct includes surroundings"
"Mm.227445",,"ESTs",,"head ;embryonic body from diaphragm to neck"
"Mm.227507",,"ESTs",,"thymus ;corpora quadrigemina"
"Mm.227509",,"ESTs Weakly similar to S26689 hypothetical protein hc1 - mouse (fragment)",,"thymus"
"Mm.227529",,"ESTs",,"hypothalamus"
"Mm.227567",,"ESTs",,"thymus"
"Mm.227761",,"ESTs",,"head ;thymus"
"Mm.227789",,"ESTs",,"cerebellum"
"Mm.227932",,"ESTs",,"heart"
"Mm.227957",,"ESTs",,"head"
"Mm.228100",,"EST Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"tumor gross tissue"
"Mm.228117",,"EST",,"NIH_BMAP_Ret3"
"Mm.228229",,"ESTs",,"NIH_BMAP_MHI2_S1"
"Mm.228279",,"ESTs",,"tumor metastatic to mammary"
"Mm.228292",,"ESTs",,"marginal zone B-cell tumor ;Hypothalamus"
"Mm.228322",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"epididymis"
"Mm.228330",,"EST",,"pancreas"
"Mm.228332",,"ESTs",,"Thymus ;pancreas"
"Mm.228342",,"EST",,"Primary sorted bone marrow cells"
"Mm.228394",,"ESTs",,"pancreas ;stomach"
"Mm.228521",,"ESTs",,"spinal ganglion ;spontaneous tumor metastatic to mammary. Stem cell origin."
"Mm.228527",,"EST",,"spinal ganglion"
"Mm.228653",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"fetus ;otocysts"
"Unigene",,"Unigene Description",,"Tissue"
"Mm.228723",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus] ",,"Male genital ridge/mesonephros ;brain"
"Mm.228765",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"Newborn Kidney"
"Mm.228778",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus] ",,"whole embryo at 7.5-dpc"
"Mm.228797",,"ESTs Weakly similar to I58401 protein-tyrosine kinase JAK3 - mouse",,"Osteoblast"
"Mm.228799",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus] ",,"Osteoblast"
"Mm.228905",,"EST",,"retina"
"Mm.229090",,"EST Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"kidney"
"Mm.229104",,"ESTs",,"neural retina ;tongue"
"Mm.229111",,"ESTs Highly similar to junction cell adhesion molecule 3 [Mus musculus]",,"whole brain ;kidney"
"Mm.229175",,"EST",,"NIH_BMAP_M_S2"
"Mm.229432",,"ESTs Weakly similar to S12207 hypothetical protein (B2 element) - mouse",,"germinal B-cell from resting spleen"
"Mm.229463",,"RIKEN cDNA 2310007H11 gene",,"tongue"
"Mm.230205",,"clone IMAGE1265836 mRNA",,"mammary gland ;aorta and vein"
"Mm.231091",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"Thymus"
"Mm.231287",,"ESTs Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"head"
"Mm.231381",,"ESTs",,"tumor ;mammary gland"
"Mm.231613",,"EST",,"cerebellum"
"Mm.231651",,"EST Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"colon"
"Mm.231655",,"EST Weakly similar to CNE6 MOUSE Copine VI (Neuronal-copine) (N-copine)",,"Brain"
"Mm.231664",,"ESTs",,"tumor gross tissue ;Brain"
"Mm.231828",,"EST",,"pancreas"
"Mm.231833",,"ESTs Weakly similar to ZAP3 MOUSE Nuclear protein ZAP3 [M.musculus]",,"pancreas"
"Mm.233229",,"ESTs",,"Hematopoietic ;neural retina"
"Mm.233276",,"EST",,"whole brain"
"Mm.233298",,"EST",,"Placenta"
"Mm.233477",,"expressed sequence AU022327",,"blastocyst"
"Mm.233736",,"EST Weakly similar to RIKEN cDNA 5730493B19 [Mus musculus]",,"pancreas"
"Mm.233741",,"EST",,"pancreas"
"Mm.233881",,"clone IMAGE3984794 mRNA",,"tumor gross tissue"
"Mm.233906",,"ESTs",,"thymus ;pancreas"
"Mm.234042",,"EST",,"aortic arch"
"Mm.234112",,"EST",,"neural retina"
"Mm.234117",,"EST",,"neural retina"
"Mm.234118",,"ESTs",,"retina ;neural retina"
"Mm.234140",,"ESTs",,"pancreas ;cerebellum"
"Mm.234166",,"ESTs Weakly similar to SPA1 MOUSE GTPase-activating protein Spa-1",,"whole brain ;spinal ganglion"
"Mm.234167",,"ESTs Weakly similar to Moloney leukemia virus 10-like 1 [Mus musculus]",,"retina ;whole brain"
"Mm.234409",,"ESTs",,"embryonic body from diaphragm to neck"
"Mm.234435",,"ESTs",,"ovary ;urinary bladder"
"Mm.234528",,"ESTs",,"Rathke's pouches ;hypothalamus"
"Mm.234954",,"EST AI325948",,"Thymus"
"Mm.235105",,"ESTs",,"urinary bladder"
"Mm.235178",,"ESTs",,"eyeball ;whole embryo at 7.5-dpc"
"Mm.235229",,"ESTs",,"sympathetic ganglion ;visual cortex"
"Mm.235251",,"ESTs",,"lung"
"Mm.235380",,"ESTs",,"activated spleen"
"Mm.235432",,"ESTs Weakly similar to RIKEN cDNA 9030605E16 [Mus musculus]",,"visual cortex ;cerebellum"
"Mm.236056",,"ESTs",,"embryonic body from diaphragm to neck"
"Mm.236255",,"ESTs",,"kidney"
"Mm.236290",,"ESTs",,"vesicular gland"
"Mm.236292",,"ESTs",,"ovary and uterus"
"Mm.236388",,"ESTs",,"lung ;tumor metastatic to mammary"
"Mm.236389",,"ESTs",,"lung"
"Mm.236645",,"ESTs",,"cerebellum"
"Mm.239452",,"ESTs",,"RIKEN full-length enriched, NOD-derived CD11c +ve dendritic cells"
"Mm.239571",,"ESTs",,"lung"
"Mm.239824",,"ESTs",,"activated spleen"
"Mm.239941",,"ESTs",,"heart ;activated spleen"
"Mm.240062",,"ESTs",,"activated spleen"
"Mm.240269",,"ESTs",,"activated spleen"
"Mm.240336",,"expressed sequence C77762",,"blastocyst ;spleen"
"Mm.241182",,"ESTs",,"visual cortex ;eyeball"
"Mm.241248",,"ESTs",,"visual cortex"
"Mm.241271",,"ESTs",,"activated spleen ;visual cortex"
"Unigene",,"Unigene Description",,"Tissue"
"Mm.241387",,"EST",,"visual cortex"
"Mm.241444",,"ESTs",,"visual cortex ;Rathke's pouches"
"Mm.241561",,"ESTs",,"Thymus ;visual cortex"
"Mm.241580",,"ESTs",,"visual cortex ;brain"
"Mm.241957",,"ESTs",,"Rathke's pouches"
"Mm.242177",,"ESTs",,"Rathke's pouches"
"Mm.242341",,"EST",,"Rathke's pouches"
"Mm.242371",,"ESTs",,"Rathke's pouches ;spleen"
"Mm.242460",,"ESTs",,"retina ;Rathke's pouches"
"Mm.242476",,"ESTs",,"Rathke's pouches ;kidney"
"Mm.242756",,"ESTs",,"Rathke's pouches"
"Mm.242787",,"EST",,"Rathke's pouches"
"Mm.242822",,"ESTs",,"bone marrow ;Rathke's pouches"
"Mm.242923",,"ESTs",,"hypothalamus ;Rathke's pouches"
"Mm.242982",,"ESTs Moderately similar to S12207 hypothetical protein (B2 element) - mouse",,"whole brain ;visual cortex"
"Mm.243619",,"ESTs",,"RIKEN full-length enriched, osteoclast-like cell"
"Mm.243776",,"ESTs",,"whole body"
"Mm.243951",,"EST",,"vagina"
"Mm.244065",,"ESTs",,"Spleen ;whole body"
"Mm.244322",,"ESTs",,"activated spleen"
"Mm.244337",,"ESTs",,"activated spleen"
"Mm.244392",,"ESTs",,"activated spleen"
"Mm.244536",,"ESTs",,"otocysts"
"Mm.244544",,"ESTs Weakly similar to Y67D8C.5.p [Caenorhabditis elegans]",,"kidney"
"Mm.244815",,"ESTs",,"infiltrating ductal carcinoma"
"Mm.244970",,"ESTs",,"activated spleen"
"Mm.245117",,"ESTs",,"activated spleen"
"Mm.245151",,"ESTs",,"inner ear"
"Mm.245184",,"EST",,"Neural Stem Cell (Undifferentiated) cDNA"
"Mm.245307",,"ESTs",,"salivary gland"
"Mm.245348",,"ESTs",,"thymus"
"Mm.245372",,"ESTs",,"activated spleen"
"Mm.245375",,"ESTs",,"Tcell ;tumor gross tissue"
"Mm.245446",,"ESTs",,"Newborn Kidney"
"Mm.245478",,"ESTs",,"cerebellum ;mammary gland"
"Mm.245568",,"ESTs",,"mammary gland"
"Mm.245626",,"ESTs",,"primary sorted bone marrow cells"
"Mm.245634",,"ESTs",,"NIA Mouse Neural Stem Cell (Differentiated)"
"Mm.245661",,"ESTs",,"activated spleen ;heart"
"Mm.245693",,"ESTs",,"visual cortex ;melanoma"
"Mm.246272",,"expressed sequence AU023439",,"Mouse unfertilized egg cDNA"
"Mm.246320",,"expressed sequence AW060714",,"NIH_BMAP_M_S2"

