"Supplementary Table 1:  Genes differentially expressed between developmental timepoints at significance level p=0.001 without the correction for multiple comparisons."
"Species ID","Unigene","Description","Genbank","UGS","Neonatal","Day 10","Day 20","Day 35","Month 3","Month 14"
"5178","Mm.155696","blocked early in transport 1 homolog (S. cerevisiae)-like","AK011508.1","1.8","0","3.1","0","13.9","0","0"
"5394","Mm.157655","RIKEN cDNA 9530002B09 ","AK020534.1","0","0","12.4","31.6","201.9","455.8","203.8"
"3839","Mm.169240","RIKEN cDNA 9430072K23 ","AK020483.1","21.1","1.6","0","0","0","1.5","2.9"
"5066","Mm.179189","RIKEN cDNA 2410038A03 ","BC019810.1","0.9","6.4","3.1","4.9","0","13","0"
"511","Mm.180003","ribosomal protein S27a","BC002108.1","7","32.1","12.4","7.3","0","16.1","11.6"
"1551","Mm.180873","RIKEN cDNA 2510019J09 ","AK010983.1","12.3","94.7","77.8","43.8","6.1","8.4","43.7"
"2236","Mm.181538","RIKEN cDNA 2610007K22 ","NM_152806.1","10.5","0","3.1","0","0","0.8","0"
"5366","Mm.181847","prefoldin 5","NM_020031.1","1.8","16.1","0","2.4","6.1","2.3","5.8"
"5158","Mm.192991","metallothionein 1","BC036990.1","0","1.6","0","2.4","20.9","7.7","14.6"
"4852","Mm.196110","hemoglobin alpha adult chain 1","AK019138.1","76.5","12.8","15.6","17","41.8","5.4","2.9"
"5092","Mm.196173","actin gamma cytoplasmic","NM_009609.1","7","16.1","37.3","19.5","13.9","12.3","0"
"7188","Mm.196396","tubulin alpha 1","NM_011653.1","4.4","19.3","6.2","7.3","0","0","0"
"1601","Mm.196538","ribosomal protein S11","XM_133477.1","11.4","24.1","9.3","12.2","20.9","8.4","0"
"2561","Mm.196612","RIKEN cDNA 2410030A14 ","NM_025587.1","0","12.8","9.3","2.4","6.1","3.1","8.7"
"2565","Mm.196614","eukaryotic translation elongation factor 1 alpha 1","AK083361.1","60.6","35.3","96.5","90","48.7","58.1","29.1"
"5552","Mm.197551","heat shock 70kD protein 8","NM_031165.1","7.9","9.6","12.4","34.1","13.9","2.3","2.9"
"4219","Mm.200920","ribosomal protein S28","U11248.1","3.5","22.5","6.2","0","20.9","3.8","0"
"4722","Mm.205520","hypothetical protein A430096B05","XM_133297.1","0","0","0","0","139.3","69.7","61.2"
"2123","Mm.209944","ESTs","AC087114.7","0","1.6","3.1","2.4","13.9","0","0"
"Species ID","Unigene","Description","Genbank","UGS","Neonatal","Day 10","Day 20","Day 35","Month 3","Month 14"
,,,,"12235","7061","3374","4415","1588","14575","3658"
"7182","Mm.214950","actin alpha 1 skeletal muscle","AK027919.1","0","0","12.4","0","48.7","0","0"
"4672","Mm.218611","receptor (calcitonin) activity modifying protein 2","AK085146.1","9.7","86.7","9.3","60.8","201.9","85","46.6"
"4837","Mm.218669","transcription elongation factor A (SII) 1","AC121795.3","5.3","3.2","3.1","0","20.9","1.5","2.9"
"1045","Mm.220932","clone IMAGE3582796 mRNA","BC004722.1","25.5","11.2","9.3","2.4","6.1","3.8","5.8"
"5446","Mm.221277","experimental autoimmune prostatitis antigen 1 (Eapa1)","AK035279.1","0","0","9.3","31.6","146.2","136.4","32"
"6290","Mm.227209","small EDRK-rich factor 2","AK010749.1","1.8","9.6","12.4","7.3","41.8","3.8","5.8"
"5839","Mm.229175","EST","X82564.1","16.7","1.6","0","0","0","0","0"
"4790","Mm.236290","ESTs","XM_150982.1","0","0","0","0","6.1","8.4","0"
"7643","--","--","AF397158.1","0","1.6","40.5","389.2","6.1","13","695.1"
"7740","--","--","NM_025842.1","0","1.6","15.6","4.9","6.1","2.3","0"
"7828","--","--","NM_138597.1","3.5","32.1","31.1","21.9","6.1","3.8","11.6"
"7961","--","--","AC122307.4","0","0","0","2.4","0","9.1","2.9"
"8027","--","--","NM_133348.1","0","3.2","0","0","13.9","0","0"
"8195","--","--","AC117185.2","0","0","0","2.4","13.9","0","0"
"8324","--","--","NM_016811.1","0","0","0","0","13.9","0","0"
"8866","--","--","AC125139.4","0","0","0","0","13.9","0","0"
"8899","--","--","NM_030677.1","0","1.6","0","0","13.9","0","0"
"9102","--","--","AF378571.1","0","9.6","0","0","0","0","0"
"9261","--","--","AL669856.6","4.4","0","12.4","0","0","0","0"
"9382","--","--","NM_009187.1","0","8","12.4","4.9","0","0","0"
"9387","--","--","NM_146066.1","0","0","0","2.4","13.9","0","0"
"9416","--","--","AL645646.8","0.9","0","0","0","13.9","0","0"
"9780","--","--","NM_008617.1","0","3.2","12.4","4.9","0","0","0"
"9812","--","--","V01270.1","0.9","0","12.4","17","6.1","41.4","5.8"
"9898","--","--","AL807793.7","0.9","0","0","0","13.9","0","0"
"10164","--","--","AL590630.20","0","0","0","26.8","13.9","52.9","69.9"
"10226","--","--","X56974.1","9.7","0","0","0","6.1","0","0"
"10395","--","--","AB042531.1","0","88.3","0","0","0","0","0"
"11076","--","--","--","0","0","0","0","13.9","0","0"
"11379","--","--","--","0","0","0","0","0","9.1","0"
"13250","--","--","--","0","0","0","0","13.9","0","0"
"13591","--","--","--","0","0","0","0","13.9","0","0"
"14527","--","--","--","0","0","0","0","13.9","0","0"
"14606","--","--","--","0","0","0","0","13.9","0","0"
"14637","--","--","--","0","0","0","0","13.9","0","0"
"15005","--","--","--","0","0","0","0","13.9","0","0"

